date,county,cases,deaths,new_cases,new_deaths,new_cases_week_avg,new_deaths_week_avg,aggregation
2020-07-08,Crawford,679,3,1,0,1.7142857142857142,0.14285714285714285,none
2020-07-08,Muscatine,675,44,26,0,7.571428571428571,0,none
2020-07-08,Sioux,489,0,8,0,4.428571428571429,0,none
2020-07-08,Tama,473,29,5,0,3.142857142857143,0,none
2020-07-08,Wright,388,1,3,0,1.8571428571428572,0.14285714285714285,none
2020-07-08,Louisa,363,13,0,0,0.42857142857142855,0,none
2020-07-08,Jasper,330,17,5,0,1.7142857142857142,0,none
2020-07-08,Plymouth,328,5,4,0,2.857142857142857,0.14285714285714285,none
2020-07-08,Warren,298,1,7,0,6.571428571428571,0,none
2020-07-08,Dickinson,283,3,17,0,4.714285714285714,0.14285714285714285,none
2020-07-08,Webster,267,4,19,0,14.142857142857142,0.2857142857142857,none
2020-07-08,Washington,247,9,2,0,2.4285714285714284,0,none
2020-07-08,Cerro Gordo,206,1,16,0,14.428571428571429,0,none
2020-07-08,Hamilton,192,1,3,0,1,0,none
2020-07-08,Boone,157,1,7,0,3,0,none
2020-07-08,Clay,142,1,5,1,2.2857142857142856,0.14285714285714285,none
2020-07-08,Allamakee,135,4,2,0,1.2857142857142858,0,none
2020-07-08,Clarke,134,3,1,0,1.1428571428571428,0.14285714285714285,none
2020-07-08,Mahaska,118,17,1,0,0.42857142857142855,0,none
2020-07-08,Shelby,117,0,0,0,1.4285714285714286,0,none
2020-07-08,Clinton,115,1,2,0,2.2857142857142856,0,none
2020-07-08,Poweshiek,107,8,0,0,0.42857142857142855,0,none
2020-07-08,Carroll,104,1,5,0,2.4285714285714284,0,none
2020-07-08,Pocahontas,103,1,5,0,2.142857142857143,0,none
2020-07-08,Bremer,98,7,3,0,1.4285714285714286,0.14285714285714285,none
2020-07-08,Franklin,98,0,3,0,2.857142857142857,0,none
2020-07-08,Des Moines,95,2,4,0,1.4285714285714286,0,none
2020-07-08,Emmet,91,0,4,0,2.2857142857142856,0,none
2020-07-08,O'Brien,91,1,2,0,0.8571428571428571,0,none
2020-07-08,Henry,88,3,2,0,0.7142857142857143,0,none
2020-07-08,Cedar,86,1,1,0,1.1428571428571428,0,none
2020-07-08,Hardin,83,0,2,0,2.857142857142857,0,none
2020-07-08,Taylor,81,0,1,0,0.2857142857142857,0,none
2020-07-08,Cherokee,79,1,3,0,0.7142857142857143,0.14285714285714285,none
2020-07-08,Monona,77,0,0,0,0.8571428571428571,0,none
2020-07-08,Floyd,75,2,2,0,1.2857142857142858,0,none
2020-07-08,Marion,74,0,3,0,1,0,none
2020-07-08,Benton,69,1,1,0,1.4285714285714286,0,none
2020-07-08,Guthrie,69,4,1,0,0.7142857142857143,0,none
2020-07-08,Jones,65,0,1,0,1.4285714285714286,0,none
2020-07-08,Sac,65,0,1,0,0.2857142857142857,0,none
2020-07-08,Osceola,64,0,2,0,1.1428571428571428,0,none
2020-07-08,Jefferson,62,0,0,0,1,0,none
2020-07-08,Iowa,61,1,8,1,1.5714285714285714,0.14285714285714285,none
2020-07-08,Buchanan,60,1,0,0,1.8571428571428572,0,none
2020-07-08,Butler,60,2,1,0,1.8571428571428572,0,none
2020-07-08,Humboldt,57,1,2,0,0.7142857142857143,0,none
2020-07-08,Calhoun,56,2,2,0,1.2857142857142858,0,none
2020-07-08,Hancock,54,1,0,0,1,0.14285714285714285,none
2020-07-08,Harrison,54,0,0,0,0.2857142857142857,0,none
2020-07-08,Lee,54,2,0,0,0.7142857142857143,0,none
2020-07-08,Delaware,53,1,2,0,1,0,none
2020-07-08,Fayette,52,0,2,0,2.7142857142857144,0,none
2020-07-08,Monroe,51,7,0,0,0.14285714285714285,0.14285714285714285,none
2020-07-08,Madison,50,2,2,0,1.7142857142857142,0,none
2020-07-08,Lyon,47,0,2,0,1,0,none
2020-07-08,Clayton,46,3,2,0,1,0,none
2020-07-08,Mills,43,0,4,0,1.2857142857142858,0,none
2020-07-08,Winneshiek,43,0,4,0,1.4285714285714286,0,none
2020-07-08,Davis,42,1,1,0,0.5714285714285714,0,none
2020-07-08,Palo Alto,42,0,1,0,1.5714285714285714,0,none
2020-07-08,Mitchell,41,0,0,0,1.8571428571428572,0,none
2020-07-08,Grundy,40,0,0,0,0.8571428571428571,0,none
2020-07-08,Jackson,39,0,5,0,1.8571428571428572,0,none
2020-07-08,Howard,37,0,3,0,1.4285714285714286,0,none
2020-07-08,Kossuth,37,0,1,0,0.7142857142857143,0,none
2020-07-08,Union,36,0,2,0,1.2857142857142858,0,none
2020-07-08,Lucas,31,4,0,0,0.14285714285714285,0,none
2020-07-08,Winnebago,31,0,2,0,0.7142857142857143,0,none
2020-07-08,Chickasaw,29,0,0,0,0.2857142857142857,0,none
2020-07-08,Greene,29,0,0,0,0.14285714285714285,0,none
2020-07-08,Cass,24,0,0,0,1,0,none
2020-07-08,Ida,23,0,0,0,0.14285714285714285,0,none
2020-07-08,Appanoose,21,3,0,0,0.14285714285714285,0,none
2020-07-08,Van Buren,21,0,0,0,0.2857142857142857,0,none
2020-07-08,Worth,21,0,1,0,1,0,none
2020-07-08,Keokuk,20,1,0,0,0.14285714285714285,0,none
2020-07-08,Page,20,0,0,0,0,0,none
2020-07-08,Adair,16,0,0,0,0.14285714285714285,0,none
2020-07-08,Audubon,16,1,0,0,0,0,none
2020-07-08,Ringgold,15,0,0,0,0,0,none
2020-07-08,Decatur,12,0,0,0,0.2857142857142857,0,none
2020-07-08,Montgomery,10,2,0,0,0,0,none
2020-07-08,Wayne,10,0,0,0,0.2857142857142857,0,none
2020-07-08,Adams,8,0,0,0,0,0,none
2020-07-08,Fremont,8,0,0,0,0.14285714285714285,0,none
2020-07-07,Polk,6739,181,101,1,99,0.5714285714285714,none
2020-07-07,Woodbury,3260,44,8,0,12.857142857142858,0,none
2020-07-07,Black Hawk,2323,58,21,0,31.428571428571427,0,none
2020-07-07,Buena Vista,1719,11,5,0,3.4285714285714284,0,none
2020-07-07,Johnson,1340,8,26,0,27.142857142857142,0,none
2020-07-07,Linn,1304,82,8,0,14.428571428571429,0,none
2020-07-07,Dallas,1291,29,11,0,16.428571428571427,0,none
2020-07-07,Marshall,1060,19,11,0,6.857142857142857,0.14285714285714285,none
2020-07-07,Scott,845,10,29,0,29.428571428571427,0,none
2020-07-07,Story,806,3,27,0,15.285714285714286,0,none
2020-07-07,Pottawattamie,745,12,8,0,7.571428571428571,0.14285714285714285,none
2020-07-07,Dubuque,742,22,40,0,31.285714285714285,0,none
2020-07-07,Wapello,708,30,0,0,1.1428571428571428,0,none
2020-07-07,Crawford,678,3,1,1,1.5714285714285714,0.14285714285714285,none
2020-07-07,Muscatine,649,44,5,0,4.285714285714286,0,none
2020-07-07,Sioux,481,0,4,0,3.7142857142857144,0,none
2020-07-07,Tama,468,29,3,0,3.2857142857142856,0,none
2020-07-07,Wright,385,1,0,0,2.142857142857143,0.14285714285714285,none
2020-07-07,Louisa,363,13,1,0,0.42857142857142855,0,none
2020-07-07,Jasper,325,17,0,0,1.1428571428571428,0,none
2020-07-07,Plymouth,324,5,3,0,3,0.14285714285714285,none
2020-07-07,Warren,291,1,1,0,6.571428571428571,0,none
2020-07-07,Dickinson,266,3,0,0,3.5714285714285716,0.14285714285714285,none
2020-07-07,Webster,248,4,19,2,12.428571428571429,0.2857142857142857,none
2020-07-07,Washington,245,9,2,0,2.857142857142857,0,none
2020-07-07,Cerro Gordo,190,1,8,0,13,0,none
2020-07-07,Hamilton,189,1,0,0,0.5714285714285714,0,none
2020-07-07,Boone,150,1,2,0,2,0,none
2020-07-07,Clay,137,0,3,0,2,0,none
2020-07-07,Allamakee,133,4,2,0,1.1428571428571428,0,none
2020-07-07,Clarke,133,3,1,1,1.1428571428571428,0.14285714285714285,none
2020-07-07,Mahaska,117,17,1,0,0.2857142857142857,0,none
2020-07-07,Shelby,117,0,3,0,1.5714285714285714,0,none
2020-07-07,Clinton,113,1,1,0,2.2857142857142856,0,none
2020-07-07,Poweshiek,107,8,1,0,0.42857142857142855,0,none
2020-07-07,Carroll,99,1,0,0,2.2857142857142856,0,none
2020-07-07,Pocahontas,98,1,1,0,3.2857142857142856,0,none
2020-07-07,Bremer,95,7,1,1,1.1428571428571428,0.14285714285714285,none
2020-07-07,Franklin,95,0,5,0,2.857142857142857,0,none
2020-07-07,Des Moines,91,2,0,0,1,0,none
2020-07-07,O'Brien,89,1,1,0,0.8571428571428571,0,none
2020-07-07,Emmet,87,0,0,0,1.7142857142857142,0,none
2020-07-07,Henry,86,3,0,0,0.5714285714285714,0,none
2020-07-07,Cedar,85,1,0,0,1.4285714285714286,0,none
2020-07-07,Hardin,81,0,4,0,2.5714285714285716,0,none
2020-07-07,Taylor,80,0,1,0,0.14285714285714285,0,none
2020-07-07,Monona,77,0,0,0,1,0,none
2020-07-07,Cherokee,76,1,1,0,0.5714285714285714,0.14285714285714285,none
2020-07-07,Floyd,73,2,0,0,1.1428571428571428,0,none
2020-07-07,Marion,71,0,1,0,0.5714285714285714,0,none
2020-07-07,Benton,68,1,0,0,1.4285714285714286,0,none
2020-07-07,Guthrie,68,4,2,0,0.5714285714285714,0,none
2020-07-07,Jones,64,0,3,0,1.4285714285714286,0,none
2020-07-07,Sac,64,0,0,0,0.14285714285714285,0,none
2020-07-07,Jefferson,62,0,0,0,1.2857142857142858,0,none
2020-07-07,Osceola,62,0,0,0,1.4285714285714286,0,none
2020-07-07,Buchanan,60,1,5,0,2.142857142857143,0,none
2020-07-07,Butler,59,2,2,0,1.8571428571428572,0,none
2020-07-07,Humboldt,55,1,0,0,1,0,none
2020-07-07,Calhoun,54,2,1,0,1.2857142857142858,0,none
2020-07-07,Hancock,54,1,0,0,1,0.14285714285714285,none
2020-07-07,Harrison,54,0,0,0,0.42857142857142855,0,none
2020-07-07,Lee,54,2,0,0,0.8571428571428571,0,none
2020-07-07,Iowa,53,0,0,0,0.7142857142857143,0,none
2020-07-07,Delaware,51,1,0,0,1.4285714285714286,0,none
2020-07-07,Monroe,51,7,0,1,0.14285714285714285,0.14285714285714285,none
2020-07-07,Fayette,50,0,0,0,2.4285714285714284,0,none
2020-07-07,Madison,48,2,0,0,1.5714285714285714,0,none
2020-07-07,Lyon,45,0,0,0,0.7142857142857143,0,none
2020-07-07,Clayton,44,3,0,0,0.7142857142857143,0,none
2020-07-07,Davis,41,1,0,0,0.5714285714285714,0,none
2020-07-07,Mitchell,41,0,2,0,2.4285714285714284,0,none
2020-07-07,Palo Alto,41,0,0,0,1.4285714285714286,0,none
2020-07-07,Grundy,40,0,2,0,1,0,none
2020-07-07,Mills,39,0,2,0,0.7142857142857143,0,none
2020-07-07,Winneshiek,39,0,0,0,1.1428571428571428,0,none
2020-07-07,Kossuth,36,0,1,0,0.5714285714285714,0,none
2020-07-07,Howard,34,0,0,0,1.5714285714285714,0,none
2020-07-07,Jackson,34,0,2,0,1.4285714285714286,0,none
2020-07-07,Union,34,0,5,0,1.2857142857142858,0,none
2020-07-07,Lucas,31,4,0,0,0.14285714285714285,0,none
2020-07-07,Chickasaw,29,0,0,0,0.5714285714285714,0,none
2020-07-07,Greene,29,0,0,0,0.14285714285714285,0,none
2020-07-07,Winnebago,29,0,0,0,0.7142857142857143,0,none
2020-07-07,Cass,24,0,1,0,1,0,none
2020-07-07,Ida,23,0,0,0,0.14285714285714285,0,none
2020-07-07,Appanoose,21,3,0,0,0.14285714285714285,0,none
2020-07-07,Van Buren,21,0,0,0,0.2857142857142857,0,none
2020-07-07,Keokuk,20,1,0,0,0.14285714285714285,0,none
2020-07-07,Page,20,0,0,0,0,0,none
2020-07-07,Worth,20,0,0,0,0.8571428571428571,0,none
2020-07-07,Adair,16,0,0,0,0.14285714285714285,0,none
2020-07-07,Audubon,16,1,0,0,0,0,none
2020-07-07,Ringgold,15,0,0,0,0.14285714285714285,0,none
2020-07-07,Decatur,12,0,0,0,0.2857142857142857,0,none
2020-07-07,Montgomery,10,2,0,0,0,0,none
2020-07-07,Wayne,10,0,0,0,0.2857142857142857,0,none
2020-07-07,Adams,8,0,0,0,0,0,none
2020-07-07,Fremont,8,0,1,0,0.14285714285714285,0,none
2020-07-06,Polk,6638,180,24,1,90.14285714285714,0.42857142857142855,none
2020-07-06,Woodbury,3252,44,7,0,14.285714285714286,0.14285714285714285,none
2020-07-06,Black Hawk,2302,58,9,0,31.428571428571427,0.14285714285714285,none
2020-07-06,Buena Vista,1714,11,2,0,2.857142857142857,0,none
2020-07-06,Johnson,1314,8,17,0,27.857142857142858,0,none
2020-07-06,Linn,1296,82,8,0,14.428571428571429,0,none
2020-07-06,Dallas,1280,29,0,0,15.285714285714286,0,none
2020-07-06,Marshall,1049,19,0,0,5.285714285714286,0.14285714285714285,none
2020-07-06,Scott,816,10,17,0,28.285714285714285,0,none
2020-07-06,Story,779,3,2,0,14.285714285714286,0,none
2020-07-06,Pottawattamie,737,12,9,1,7.714285714285714,0.14285714285714285,none
2020-07-06,Wapello,708,30,0,0,1.2857142857142858,0,none
2020-07-06,Dubuque,702,22,2,0,28.714285714285715,0,none
2020-07-06,Crawford,677,2,0,0,1.4285714285714286,0,none
2020-07-06,Muscatine,644,44,6,0,4.714285714285714,0,none
2020-07-06,Sioux,477,0,5,0,3.857142857142857,0,none
2020-07-06,Tama,465,29,0,0,3.7142857142857144,0,none
2020-07-06,Wright,385,1,1,0,2.142857142857143,0.14285714285714285,none
2020-07-06,Louisa,362,13,1,0,0.42857142857142855,0,none
2020-07-06,Jasper,325,17,1,0,1.4285714285714286,0,none
2020-07-06,Plymouth,321,5,0,0,3.4285714285714284,0.14285714285714285,none
2020-07-06,Warren,290,1,0,0,6.714285714285714,0,none
2020-07-06,Dickinson,266,3,0,1,3.7142857142857144,0.14285714285714285,none
2020-07-06,Washington,243,9,1,0,2.5714285714285716,0,none
2020-07-06,Webster,229,2,9,0,9.857142857142858,0,none
2020-07-06,Hamilton,189,1,1,0,0.7142857142857143,0,none
2020-07-06,Cerro Gordo,182,1,3,0,11.857142857142858,0,none
2020-07-06,Boone,148,1,0,0,1.8571428571428572,0,none
2020-07-06,Clay,134,0,0,0,2,0,none
2020-07-06,Clarke,132,2,0,0,1.1428571428571428,0,none
2020-07-06,Allamakee,131,4,3,0,1.1428571428571428,0,none
2020-07-06,Mahaska,116,17,0,0,0.14285714285714285,0,none
2020-07-06,Shelby,114,0,1,0,1.5714285714285714,0,none
2020-07-06,Clinton,112,1,0,0,2.857142857142857,0,none
2020-07-06,Poweshiek,106,8,1,0,0.2857142857142857,0,none
2020-07-06,Carroll,99,1,0,0,2.4285714285714284,0,none
2020-07-06,Pocahontas,97,1,1,0,3.4285714285714284,0,none
2020-07-06,Bremer,94,6,0,0,1,0,none
2020-07-06,Des Moines,91,2,1,0,1,0,none
2020-07-06,Franklin,90,0,0,0,2.2857142857142856,0,none
2020-07-06,O'Brien,88,1,0,0,1,0,none
2020-07-06,Emmet,87,0,0,0,1.7142857142857142,0,none
2020-07-06,Henry,86,3,0,0,0.7142857142857143,0,none
2020-07-06,Cedar,85,1,1,0,1.4285714285714286,0,none
2020-07-06,Taylor,79,0,0,0,0.14285714285714285,0,none
2020-07-06,Hardin,77,0,2,0,2,0,none
2020-07-06,Monona,77,0,1,0,1,0,none
2020-07-06,Cherokee,75,1,0,0,0.5714285714285714,0.14285714285714285,none
2020-07-06,Floyd,73,2,0,0,1.1428571428571428,0,none
2020-07-06,Marion,70,0,0,0,0.8571428571428571,0,none
2020-07-06,Benton,68,1,0,0,1.4285714285714286,0,none
2020-07-06,Guthrie,66,4,0,0,0.2857142857142857,0,none
2020-07-06,Sac,64,0,0,0,0.2857142857142857,0,none
2020-07-06,Jefferson,62,0,0,0,1.4285714285714286,0,none
2020-07-06,Osceola,62,0,1,0,1.5714285714285714,0,none
2020-07-06,Jones,61,0,1,0,1.1428571428571428,0,none
2020-07-06,Butler,57,2,1,0,1.7142857142857142,0,none
2020-07-06,Buchanan,55,1,1,0,1.5714285714285714,0,none
2020-07-06,Humboldt,55,1,1,0,1,0,none
2020-07-06,Hancock,54,1,0,1,1.1428571428571428,0.14285714285714285,none
2020-07-06,Harrison,54,0,1,0,0.7142857142857143,0,none
2020-07-06,Lee,54,2,0,0,1,0.14285714285714285,none
2020-07-06,Calhoun,53,2,3,0,1.2857142857142858,0.14285714285714285,none
2020-07-06,Iowa,53,0,2,0,0.8571428571428571,0,none
2020-07-06,Delaware,51,1,0,0,1.5714285714285714,0,none
2020-07-06,Monroe,51,6,0,0,0.14285714285714285,0,none
2020-07-06,Fayette,50,0,0,0,2.5714285714285716,0,none
2020-07-06,Madison,48,2,1,0,1.5714285714285714,0,none
2020-07-06,Lyon,45,0,1,0,0.8571428571428571,0,none
2020-07-06,Clayton,44,3,0,0,0.8571428571428571,0,none
2020-07-06,Davis,41,1,1,0,0.5714285714285714,0,none
2020-07-06,Palo Alto,41,0,0,0,1.5714285714285714,0,none
2020-07-06,Mitchell,39,0,2,0,2.4285714285714284,0,none
2020-07-06,Winneshiek,39,0,1,0,1.5714285714285714,0,none
2020-07-06,Grundy,38,0,0,0,0.7142857142857143,0,none
2020-07-06,Mills,37,0,0,0,0.7142857142857143,0,none
2020-07-06,Kossuth,35,0,0,0,0.42857142857142855,0,none
2020-07-06,Howard,34,0,0,0,1.8571428571428572,0,none
2020-07-06,Jackson,32,0,0,0,1.2857142857142858,0,none
2020-07-06,Lucas,31,4,0,0,0.14285714285714285,0,none
2020-07-06,Chickasaw,29,0,0,0,0.5714285714285714,0,none
2020-07-06,Greene,29,0,0,0,0.14285714285714285,0,none
2020-07-06,Union,29,0,1,0,0.5714285714285714,0,none
2020-07-06,Winnebago,29,0,1,0,0.8571428571428571,0,none
2020-07-06,Cass,23,0,1,0,0.8571428571428571,0,none
2020-07-06,Ida,23,0,0,0,0.2857142857142857,0,none
2020-07-06,Appanoose,21,3,1,0,0.14285714285714285,0,none
2020-07-06,Van Buren,21,0,0,0,0.2857142857142857,0,none
2020-07-06,Keokuk,20,1,0,0,0.14285714285714285,0,none
2020-07-06,Page,20,0,0,0,0,0,none
2020-07-06,Worth,20,0,1,0,1,0,none
2020-07-06,Adair,16,0,0,0,0.14285714285714285,0,none
2020-07-06,Audubon,16,1,0,0,0,0,none
2020-07-06,Ringgold,15,0,0,0,0.14285714285714285,0,none
2020-07-06,Decatur,12,0,1,0,0.42857142857142855,0,none
2020-07-06,Montgomery,10,2,0,0,0,0,none
2020-07-06,Wayne,10,0,0,0,0.2857142857142857,0,none
2020-07-06,Adams,8,0,0,0,0,0,none
2020-07-06,Fremont,7,0,0,0,0,0,none
2020-07-05,Polk,6614,179,120,0,95.28571428571429,0.7142857142857143,none
2020-07-05,Woodbury,3245,44,27,0,15,0.14285714285714285,none
2020-07-05,Black Hawk,2293,58,28,0,33.42857142857143,0.14285714285714285,none
2020-07-05,Buena Vista,1712,11,1,0,2.857142857142857,0,none
2020-07-05,Johnson,1297,8,28,0,37.714285714285715,0,none
2020-07-05,Linn,1288,82,21,0,15.285714285714286,0,none
2020-07-05,Dallas,1280,29,13,0,15.428571428571429,0,none
2020-07-05,Marshall,1049,19,5,0,5.714285714285714,0.14285714285714285,none
2020-07-05,Scott,799,10,13,0,28.714285714285715,0,none
2020-07-05,Story,777,3,13,0,14.857142857142858,0,none
2020-07-05,Pottawattamie,728,11,7,0,7.714285714285714,0,none
2020-07-05,Wapello,708,30,1,0,1.7142857142857142,0.14285714285714285,none
2020-07-05,Dubuque,700,22,15,0,28.571428571428573,0,none
2020-07-05,Crawford,677,2,0,0,2.2857142857142856,0,none
2020-07-05,Muscatine,638,44,9,0,4.571428571428571,0,none
2020-07-05,Sioux,472,0,8,0,3.857142857142857,0,none
2020-07-05,Tama,465,29,2,0,3.857142857142857,0,none
2020-07-05,Wright,384,1,4,0,2.5714285714285716,0.14285714285714285,none
2020-07-05,Louisa,361,13,1,0,0.2857142857142857,0,none
2020-07-05,Jasper,324,17,1,0,1.5714285714285714,0,none
2020-07-05,Plymouth,321,5,5,0,4.285714285714286,0.14285714285714285,none
2020-07-05,Warren,290,1,13,0,7.571428571428571,0,none
2020-07-05,Dickinson,266,2,0,0,4.142857142857143,0,none
2020-07-05,Washington,242,9,6,0,3,0,none
2020-07-05,Webster,220,2,6,0,10,0.14285714285714285,none
2020-07-05,Hamilton,188,1,1,0,0.8571428571428571,0.14285714285714285,none
2020-07-05,Cerro Gordo,179,1,22,0,12.285714285714286,0,none
2020-07-05,Boone,148,1,0,0,2,0,none
2020-07-05,Clay,134,0,1,0,2.142857142857143,0,none
2020-07-05,Clarke,132,2,0,0,1.2857142857142858,0,none
2020-07-05,Allamakee,128,4,0,0,0.7142857142857143,0,none
2020-07-05,Mahaska,116,17,1,0,0.14285714285714285,0,none
2020-07-05,Shelby,113,0,0,0,1.4285714285714286,0,none
2020-07-05,Clinton,112,1,3,0,3.4285714285714284,0,none
2020-07-05,Poweshiek,105,8,1,0,0.14285714285714285,0,none
2020-07-05,Carroll,99,1,3,0,2.857142857142857,0,none
2020-07-05,Pocahontas,96,1,1,0,3.7142857142857144,0,none
2020-07-05,Bremer,94,6,1,0,1.1428571428571428,0,none
2020-07-05,Des Moines,90,2,2,0,0.8571428571428571,0,none
2020-07-05,Franklin,90,0,0,0,2.2857142857142856,0,none
2020-07-05,O'Brien,88,1,1,0,1.1428571428571428,0,none
2020-07-05,Emmet,87,0,1,0,1.7142857142857142,0,none
2020-07-05,Henry,86,3,0,0,0.7142857142857143,0,none
2020-07-05,Cedar,84,1,2,0,1.8571428571428572,0,none
2020-07-05,Taylor,79,0,0,0,0.2857142857142857,0,none
2020-07-05,Monona,76,0,0,0,1,0,none
2020-07-05,Cherokee,75,1,0,0,0.5714285714285714,0.14285714285714285,none
2020-07-05,Hardin,75,0,4,0,1.7142857142857142,0,none
2020-07-05,Floyd,73,2,1,0,1.2857142857142858,0,none
2020-07-05,Marion,70,0,0,0,1.4285714285714286,0,none
2020-07-05,Benton,68,1,3,0,1.7142857142857142,0,none
2020-07-05,Guthrie,66,4,0,0,0.2857142857142857,0,none
2020-07-05,Sac,64,0,1,0,0.5714285714285714,0,none
2020-07-05,Jefferson,62,0,2,0,1.7142857142857142,0,none
2020-07-05,Osceola,61,0,1,0,1.4285714285714286,0,none
2020-07-05,Jones,60,0,4,0,1.2857142857142858,0,none
2020-07-05,Butler,56,2,3,0,2,0,none
2020-07-05,Buchanan,54,1,4,0,1.5714285714285714,0,none
2020-07-05,Hancock,54,0,2,0,1.2857142857142858,0,none
2020-07-05,Humboldt,54,1,0,0,1.1428571428571428,0,none
2020-07-05,Lee,54,2,0,0,1,0.14285714285714285,none
2020-07-05,Harrison,53,0,0,0,0.5714285714285714,0,none
2020-07-05,Delaware,51,1,1,0,1.5714285714285714,0,none
2020-07-05,Iowa,51,0,0,0,0.5714285714285714,0,none
2020-07-05,Monroe,51,6,1,0,0.14285714285714285,0,none
2020-07-05,Calhoun,50,2,1,0,1.2857142857142858,0.2857142857142857,none
2020-07-05,Fayette,50,0,2,0,2.7142857142857144,0,none
2020-07-05,Madison,47,2,1,0,1.4285714285714286,0,none
2020-07-05,Clayton,44,3,1,0,0.8571428571428571,0,none
2020-07-05,Lyon,44,0,1,0,0.7142857142857143,0,none
2020-07-05,Palo Alto,41,0,0,0,1.7142857142857142,0,none
2020-07-05,Davis,40,1,0,0,0.42857142857142855,0,none
2020-07-05,Grundy,38,0,0,0,1.1428571428571428,0,none
2020-07-05,Winneshiek,38,0,0,0,1.5714285714285714,0,none
2020-07-05,Mills,37,0,1,0,0.7142857142857143,0,none
2020-07-05,Mitchell,37,0,0,0,2.2857142857142856,0,none
2020-07-05,Kossuth,35,0,1,0,0.42857142857142855,0,none
2020-07-05,Howard,34,0,0,0,1.8571428571428572,0,none
2020-07-05,Jackson,32,0,3,0,1.2857142857142858,0,none
2020-07-05,Lucas,31,4,1,0,0.2857142857142857,0,none
2020-07-05,Chickasaw,29,0,1,0,0.7142857142857143,0,none
2020-07-05,Greene,29,0,0,0,0.14285714285714285,0,none
2020-07-05,Union,28,0,1,0,0.42857142857142855,0,none
2020-07-05,Winnebago,28,0,0,0,0.8571428571428571,0,none
2020-07-05,Ida,23,0,0,0,0.2857142857142857,0,none
2020-07-05,Cass,22,0,0,0,0.7142857142857143,0,none
2020-07-05,Van Buren,21,0,1,0,0.42857142857142855,0,none
2020-07-05,Appanoose,20,3,0,0,0,0,none
2020-07-05,Keokuk,20,1,0,0,0.14285714285714285,0,none
2020-07-05,Page,20,0,0,0,0,0,none
2020-07-05,Worth,19,0,0,0,1,0,none
2020-07-05,Adair,16,0,1,0,0.14285714285714285,0,none
2020-07-05,Audubon,16,1,0,0,0,0,none
2020-07-05,Ringgold,15,0,0,0,0.2857142857142857,0,none
2020-07-05,Decatur,11,0,0,0,0.2857142857142857,0,none
2020-07-05,Montgomery,10,2,0,0,0,0,none
2020-07-05,Wayne,10,0,0,0,0.2857142857142857,0,none
2020-07-05,Adams,8,0,0,0,0,0,none
2020-07-05,Fremont,7,0,0,0,0,0,none
2020-07-04,Polk,6494,179,128,0,87.57142857142857,0.7142857142857143,none
2020-07-04,Woodbury,3218,44,11,0,12.142857142857142,0.14285714285714285,none
2020-07-04,Black Hawk,2265,58,30,0,34.57142857142857,0.14285714285714285,none
2020-07-04,Buena Vista,1711,11,2,0,3.142857142857143,0,none
2020-07-04,Johnson,1269,8,26,0,36.142857142857146,0,none
2020-07-04,Dallas,1267,29,18,0,16.571428571428573,0,none
2020-07-04,Linn,1267,82,21,0,13.571428571428571,0,none
2020-07-04,Marshall,1044,19,3,0,5,0.14285714285714285,none
2020-07-04,Scott,786,10,38,0,29.428571428571427,0,none
2020-07-04,Story,764,3,12,0,15.428571428571429,0,none
2020-07-04,Pottawattamie,721,11,2,0,7.428571428571429,0,none
2020-07-04,Wapello,707,30,2,0,1.8571428571428572,0.14285714285714285,none
2020-07-04,Dubuque,685,22,58,0,26.857142857142858,0,none
2020-07-04,Crawford,677,2,2,0,2.5714285714285716,0,none
2020-07-04,Muscatine,629,44,5,0,3.7142857142857144,0,none
2020-07-04,Sioux,464,0,3,0,2.7142857142857144,0,none
2020-07-04,Tama,463,29,3,0,3.5714285714285716,0,none
2020-07-04,Wright,380,1,3,0,2.5714285714285716,0.14285714285714285,none
2020-07-04,Louisa,360,13,0,0,0.2857142857142857,0,none
2020-07-04,Jasper,323,17,2,0,2,0,none
2020-07-04,Plymouth,316,5,3,0,4,0.14285714285714285,none
2020-07-04,Warren,277,1,10,0,6.571428571428571,0,none
2020-07-04,Dickinson,266,2,5,0,4.285714285714286,0,none
2020-07-04,Washington,236,9,2,0,2.2857142857142856,0,none
2020-07-04,Webster,214,2,43,0,10.142857142857142,0.14285714285714285,none
2020-07-04,Hamilton,187,1,0,0,0.7142857142857143,0.14285714285714285,none
2020-07-04,Cerro Gordo,157,1,7,0,10.142857142857142,0,none
2020-07-04,Boone,148,1,2,0,2.4285714285714284,0,none
2020-07-04,Clay,133,0,4,0,2.2857142857142856,0,none
2020-07-04,Clarke,132,2,3,0,1.7142857142857142,0,none
2020-07-04,Allamakee,128,4,2,0,0.7142857142857143,0,none
2020-07-04,Mahaska,115,17,0,0,0,0.14285714285714285,none
2020-07-04,Shelby,113,0,0,0,1.5714285714285714,0,none
2020-07-04,Clinton,109,1,2,0,3.142857142857143,0,none
2020-07-04,Poweshiek,104,8,0,0,0,0,none
2020-07-04,Carroll,96,1,3,0,2.857142857142857,0,none
2020-07-04,Pocahontas,95,1,2,0,4.142857142857143,0,none
2020-07-04,Bremer,93,6,1,0,1.1428571428571428,0,none
2020-07-04,Franklin,90,0,5,0,2.7142857142857144,0,none
2020-07-04,Des Moines,88,2,0,0,0.7142857142857143,0,none
